,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
538,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2008,194500,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,4.379290301401852
539,Toyota Innova 2.5 V Diesel 8-seater,Pune,2014,89000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,10.43817034047288
540,Hyundai Verna 1.4 CX,Kolkata,2012,50000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,7.160628814668598
541,Hyundai i20 Sportz AT 1.4,Pune,2012,76551,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,17.320380016360104
542,Volkswagen Polo 1.2 MPI Highline,Mumbai,2017,9700,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,12.631805214940869
543,Hyundai Verna 1.6 EX VTVT,Mumbai,2013,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,7.827076814453449
544,Hyundai i20 Magna Optional 1.2,Kolkata,2013,46000,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.9 bhp,5.0,6.245957030954742
545,Hyundai Elantra CRDi SX,Bangalore,2014,72017,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,10.66243694470495
546,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2015,54407,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,11.927304040809304
547,Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,8.957763741500457
548,Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2015,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,26.38085359923116
549,Skoda Rapid 1.6 MPI AT Style,Mumbai,2016,18856,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,21.552851870093036
550,BMW X6 xDrive30d,Hyderabad,2011,76000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,29.70847141121112
551,Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5.0,12.31070895067478
552,Nissan Micra Diesel XV,Kochi,2014,82267,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,9.237112902110766
553,Honda City i VTEC CVT VX,Kochi,2018,27041,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,21.35808807962576
554,Maruti Alto K10 VXI,Bangalore,2014,63000,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5.0,9.143610664978496
555,Maruti Wagon R VXI Minor,Hyderabad,2008,61000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,-0.040453344332490815
556,Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,11.51887001975183
557,Hyundai Santro LS zipPlus,Kolkata,2002,80000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,-0.2001330063462774
558,Hyundai EON Era Plus,Delhi,2013,35373,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,9.221851155044988
559,Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014,51000,Diesel,Manual,First,11.57 kmpl,2179 CC,138.1 bhp,7.0,14.369921317827448
560,Audi A6 2011-2015 2.0 TDI,Mumbai,2013,49000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,21.650877535444124
561,Nissan Sunny Diesel XV,Kolkata,2015,41000,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5.0,10.798600109700601
562,Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011,82831,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,10.8208114972972
563,Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,4.099247089362962
564,Maruti Swift VDI BSIV,Hyderabad,2015,39736,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,9.646321060448372
565,Renault Duster 110PS Diesel RxL,Mumbai,2014,26500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,10.674788844224167
566,Maruti Dzire VXI,Mumbai,2010,40000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,-0.20599448758775907
567,Jeep Compass 2.0 Limited Option 4X4,Coimbatore,2019,5752,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,22.37308432532336
568,Nissan Terrano XV D Pre,Chennai,2015,54000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5.0,12.497580548471888
569,Maruti Wagon R LXI,Kolkata,2014,54841,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,8.756816190634254
570,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,11.322729324917873
571,Honda Brio E MT,Ahmedabad,2012,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,6.523137729765494
572,Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,7.9998276201527005
573,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,24000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,24.966653162878174
574,Mahindra Xylo E8,Bangalore,2013,60000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,11.027867304786014
575,Hyundai EON 1.0 Era Plus,Kochi,2015,58469,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,12.25134587718685
576,Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,4.744499513859864
577,Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,25.99823887286766
578,Toyota Innova 2.0 V,Pune,2013,56000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,4.285116435797136
579,Mahindra Xylo H9,Mumbai,2014,101000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,8.0,9.973464429077012
580,Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,12.910255769066225
581,Renault Duster Adventure Edition,Mumbai,2014,65371,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,10.719006355835518
582,Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,10.021696828544009
583,Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,8.405669922025481
584,Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,11.00840746807171
585,Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,7.830188379937226
586,Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,16.640588137582654
587,Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,9.368417971489635
588,Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,11.229242976203295
589,Toyota Corolla Altis VL AT,Coimbatore,2019,10660,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,26.87396307562676
590,Toyota Etios G,Delhi,2012,52052,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,8.343497289272364
591,Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,23.671128321983815
592,Hyundai Santro Xing GL Plus,Kolkata,2012,102000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,5.435932093579595
593,Volkswagen Vento Diesel Highline,Chennai,2012,60000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,8.703945551705601
594,Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5.0,15.934066585998607
595,Honda Brio 1.2 VX MT,Hyderabad,2012,41000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.2780027634589715
596,Honda CR-V 2.4 4WD AT,Chennai,2005,135000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5.0,14.31007635592232
597,Honda City 1.5 S AT,Pune,2012,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5.0,14.814734552598566
598,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,28.096121728844082
599,Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,14.488742825833015
600,Mercedes-Benz GLE 250d,Delhi,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,25.74828082888007
601,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,25.4334978373563
602,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,23.904950444896258
603,Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,13.64340788645859
604,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,26.72332338944034
605,Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,Diesel,Automatic,Second,21.72 kmpl,1498 CC,108.4 bhp,5.0,20.932221903357913
606,Maruti Swift VDI BSIV,Kolkata,2012,72000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,10.847331751310321
607,Honda Amaze S i-Dtech,Kolkata,2013,51637,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.208859455034599
608,Toyota Corolla Altis G,Mumbai,2009,48233,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,5.30205274170612
609,Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,10.887647556456159
610,Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,18.531103675814393
611,Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,9.786659859330484
612,Toyota Fortuner 4x2 AT,Delhi,2014,150000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,23.893283812360096
613,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,Diesel,Automatic,First,11.5 kmpl,2987 CC,210 bhp,5.0,31.18093089881495
614,Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,First,0.0 kmpl,,,,18.214373460189563
615,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,13.216303851768771
616,Maruti Wagon R LXI BS IV,Delhi,2010,73575,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,7.492278159697435
617,Honda Amaze SX i-DTEC,Pune,2015,63000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,10.227939302903906
618,Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,27.49436263997177
619,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,24.947446087892786
620,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,26.893041978454676
621,Maruti Ritz VDi ABS,Pune,2012,75500,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,6.917454998707399
622,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,10.123927089338395
623,Honda Brio S MT,Mumbai,2014,17000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,7.174810003064522
624,BMW 5 Series 520d Sedan,Bangalore,2009,150000,Diesel,Automatic,Second,18.48 kmpl,,,,13.617981285171936
625,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,13.442842023470348
626,Hyundai Getz GLE,Hyderabad,2009,52008,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,5.605894300459113
627,Chevrolet Beat Diesel LS,Kolkata,2013,76000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,11.263392153383393
628,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,24.428999558767373
629,Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,10.597574914656434
630,Maruti Swift Dzire VDi,Delhi,2010,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,7.511228130720156
631,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,24.005711245220937
632,Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1 kmpl,,,,8.172146936461104
633,Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,22.49204450011166
634,Volvo S60 D5 Kinetic,Hyderabad,2011,70000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5.0,23.827035262858317
635,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,14.817720758885116
636,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,24.902779746449596
637,Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,5.891143468419159
638,Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,15.89878486812313
639,Hyundai EON Sportz,Kolkata,2017,4000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,13.187678056887762
640,Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,15.604048634955234
641,Maruti A-Star AT VXI,Bangalore,2011,46000,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5.0,19.4332201193497
642,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,24.47545560090657
643,Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,9.36008326974843
644,Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,22.12801787026774
645,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,30.425132031230078
646,Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,12.3603745602054
647,Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,11.00031689218531
648,Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,7.0,10.189475463928375
649,Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,11.188594624620237
650,Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,6.116479832418918
651,Renault Pulse RxZ,Coimbatore,2014,31513,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,9.905321649747748
652,Maruti Swift Dzire ZDI,Coimbatore,2017,75724,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,12.138458861535128
653,Hyundai EON Magna Plus,Kolkata,2013,69000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,8.490651582855207
654,Nissan Micra XL,Mumbai,2010,65000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,2.804683704265244
655,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,24.970745720198465
656,Maruti Swift VXI,Chennai,2014,56049,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,8.581139532415364
657,Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,7.458619070855548
658,Fiat Punto 1.4 Emotion,Jaipur,2010,65000,Petrol,Manual,Third,14.6 kmpl,,,,4.241971671585361
659,Hyundai i10 Sportz 1.2,Bangalore,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.9025529793002534
660,Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,11.665265284932048
661,Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,9.46470005673018
662,Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5.0,25.143668332715606
663,Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,11.453485460550382
664,Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,12.378883847788074
665,Maruti Alto LXi,Chennai,2011,60000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,8.000246769576279
666,Maruti Swift 1.3 VXi,Pune,2010,115000,Petrol,Manual,Second,16.1 kmpl,,,,1.6489789480369836
667,BMW 3 Series 320d,Bangalore,2011,56000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,24.674060434256717
668,Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,7.074622499609632
669,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,14.435530855878369
670,Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,18.871340993453487
671,Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5.0,10.23939090619524
672,Maruti Baleno Sigma 1.2,Kochi,2017,11282,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.951157713861903
673,Honda Amaze S i-Dtech,Chennai,2013,75000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,9.401935621258872
674,BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,25.67643517360193
675,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,22.289247884960332
676,Honda Brio 1.2 VX MT,Kochi,2014,43814,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,8.28835677168081
677,Hyundai i10 Magna,Kolkata,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.7411379616592058
678,Hyundai Santro Xing XL,Jaipur,2007,85000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,5.9090053486756915
679,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,24.452485381044426
680,Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,11.304890033027732
681,Honda WRV i-DTEC VX,Kochi,2019,15053,Diesel,Manual,First,25.5 kmpl,1498 CC,98.6 bhp,5.0,15.521468110977821
682,Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,7.338772685231561
683,Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,6.833250845495513
684,Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,26.216897680569673
685,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,24.988920741476704
686,Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,6.967418771187113
687,Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,7.6433494568805145
688,Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,-0.8670897708625489
689,Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,7.905076446305884
690,Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,11.746183264504452
691,Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,4.497984441010885
692,Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,5.592474086607126
693,Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,8.983902397164002
694,Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,0.14338836689557866
695,Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,13.959874331858828
696,Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,22.773477061416997
697,Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5.0,4.5093469853545685
698,Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5.0,31.846766449747975
699,BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,23.979318159069862
700,Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5.0,10.706519308346287
701,Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5.0,10.871868478545366
702,Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,9.095751334791657
703,Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,10.985970591593741
704,Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,8.25785479079832
705,Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,9.146181561134199
706,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,13.516097509816518
707,Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,10.04612838951698
708,Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,8.643335478336667
709,Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,22.52383831002635
710,Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,6.703410626602363
711,Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,13.022882297536853
712,Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,17.955045480510307
713,Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,12.11605169378845
714,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,22.40014218536271
715,Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,8.706761016577275
716,Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.603674237437644
